,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
572,2833105d-474f-40a6-8877-662e4c82f544,Manoj Kumar,https://play-lh.googleusercontent.com/a/ACg8ocLraTSliooqW2G-XoOxpLF4amkdvgbdndTkRPqhcByh53KKDA=mo,Very good app to locate the train,5,0,7.1.5.633808517,2024-08-11 20:55:28,,,7.1.5.633808517
573,99b36252-ecb5-4e4b-b081-dbeded6f9e04,Ravi Tanti,https://play-lh.googleusercontent.com/a/ACg8ocJ65HMA9CYaxPnYIybn29nv9ldoLs9aiFB0yeTZ0YaxI6d-4g=mo,Goog,5,0,7.1.5.633808517,2024-08-11 20:52:48,,,7.1.5.633808517
574,6e3b3a3f-41d2-419a-8a7a-c888de9b8560,Suresh Singh Singh,https://play-lh.googleusercontent.com/a/ACg8ocLJAokPD0WbaVrMQyc1Mn7Eo3RzNtqTOxAqovvAGWXeXY1ZhA=mo,Good,5,0,7.1.5.633808517,2024-08-11 20:52:36,,,7.1.5.633808517
575,9d491afa-53e1-4d6a-a586-9b82e3c65d80,Ajay Pathak,https://play-lh.googleusercontent.com/a/ACg8ocIWRiNnkabnOC2YUulsvolIUV9cpmA-6kH0vv9-iIcBK9WuCA=mo,Good app 👍,5,0,,2024-08-11 20:50:05,,,
576,987a3abf-3640-407d-837d-81cfeebce6ff,KUMAR PRABHAKAR,https://play-lh.googleusercontent.com/a-/ALV-UjV4WBDxHZ5MLi2XfU_6rbwNgVliNzFmq7ZC6E61El-AFOqqwRdX,My experience with this app is very good,5,0,7.1.5.633808517,2024-08-11 20:44:39,,,7.1.5.633808517
577,1665af03-d178-4af1-9430-7c169aff45b6,sravani Narra,https://play-lh.googleusercontent.com/a/ACg8ocLajddS8IgKG5AkOLQxDPOi8LW3mgf5tyeW-fKY6P9_pEdRNw=mo,Too good for tracking trains,5,0,,2024-08-11 20:41:48,,,
578,93c70c03-5161-4d53-9c74-f23110811662,dee gee,https://play-lh.googleusercontent.com/a/ACg8ocIcWBngfdI0arMWybLDbpGGvOJ7lK_XeTT3aMxJtNv0nsDjlQ=mo,Works well,5,0,7.1.5.633808517,2024-08-11 20:31:54,,,7.1.5.633808517
579,b51c8d71-e70d-47b9-aaba-dd5a2cf3b5db,raghuraman kumaraswami,https://play-lh.googleusercontent.com/a-/ALV-UjUfroIksM4pGt0aGXmXZK21_FMga4DuHK4jPKaziZxyPk8pXjwSBQ,Very useful app for all on train travel specific and movement related information. Speed verification also 👍,5,0,,2024-08-11 20:30:20,,,
580,028a1874-27f2-4abc-815f-9b6eef3a6215,Muhammad Khalil qadri,https://play-lh.googleusercontent.com/a-/ALV-UjUAHc_mp9veJ1n4O6YvZCWPIfzREY8W5-lrXlCYFFQL716yrDVJ,Super,5,0,7.1.5.633808517,2024-08-11 20:28:03,,,7.1.5.633808517
581,dd98472a-96ef-4aef-9654-336c897fa877,Gayathri Konanki,https://play-lh.googleusercontent.com/a-/ALV-UjVme-j8K5rKfbR5TW4G3L5p0OQh1SQEIJM9ItfXV55BiCJ26_Ij,Good,5,0,7.1.5.633808517,2024-08-11 20:27:13,,,7.1.5.633808517
582,1361979b-fec1-4363-b5d5-998312d00aae,Nitish Kumar22,https://play-lh.googleusercontent.com/a/ACg8ocJVLq4eKPj2wwEq-x0Emv4dbiPeHOT6nA8lrsZhkAK6KtG3cw=mo,Good app's,5,0,7.1.5.633808517,2024-08-11 20:23:55,,,7.1.5.633808517
583,a16f2ff2-2e94-42d6-927e-00403704a847,sunny kumar rajak,https://play-lh.googleusercontent.com/a/ACg8ocK5PBnhVX-Q_6cJ6Fgvqt-HGXHc03gLCc8k0l0YRAWoeQtRcw=mo,Awesome app,5,0,7.1.5.633808517,2024-08-11 20:16:41,,,7.1.5.633808517
584,fa0ea0b5-c6e2-4b6d-8dbe-24c5e45d0aec,Paras Semwal,https://play-lh.googleusercontent.com/a-/ALV-UjUHC6rQI7ASBJCsNZXqXnksGlbWLBllmJhxKIL0QsNuncsCJCY,Nice app but network problem 😞,5,0,7.1.5.633808517,2024-08-11 20:09:56,,,7.1.5.633808517
585,f1846265-0e96-40a9-89bd-e2954d31ed3c,Sebin Sebastian,https://play-lh.googleusercontent.com/a/ACg8ocKhpJAGghayBWa9T8VfGwtwu0QmQLwLqDLETcahEDN_utjbNro=mo,Accurate and so reliable,5,0,7.1.5.633808517,2024-08-11 20:09:21,,,7.1.5.633808517
586,61f1fa26-df9f-43ea-ba31-fceddab74e69,Mohsin Tilla Khan Tilla Khan,https://play-lh.googleusercontent.com/a/ACg8ocLdOZTRMIvW_uktpZK4SP5ZdVvJwNQsNi1Wlus1BoUDSYctZA=mo,aramdayak safar,5,0,,2024-08-11 20:08:40,,,
587,91bb0fa6-b629-49e4-8cbd-4fa8fc1be506,Subham kumar,https://play-lh.googleusercontent.com/a-/ALV-UjXxcLrjFbmfDBu-01YiredyO1hli1_QJzGTjn0Kpr28ZvjcrW8,Very good condition of your train,5,0,7.1.5.605563270,2024-08-11 20:06:54,,,7.1.5.605563270
588,9c865b52-70a9-48b4-9f69-4c077573c2a7,Padma lochan Naik,https://play-lh.googleusercontent.com/a-/ALV-UjW_XUIjHGr1LCCUe8iT5vn3qv5g9DsJLQ_5UPiP7QxVAJ_DCnoa,"Ok,the train is coming perfect time",5,0,7.1.5.633808517,2024-08-11 20:05:34,,,7.1.5.633808517
589,744f3dcd-ed98-4086-89a9-085e6acf3c69,Mir Kashem Shaikh,https://play-lh.googleusercontent.com/a/ACg8ocIgnWiwZNGKDQg8fAfeSwZleCo9OgcBD8HOWV3qj3RDAjU4RQ=mo,Do needful,5,0,7.1.5.633808517,2024-08-11 19:59:13,,,7.1.5.633808517
590,a03845ec-c347-4c9c-9653-e0643381c775,Kailash Bhadu,https://play-lh.googleusercontent.com/a/ACg8ocJbpB6wHCDP7uzeDWRj97ktQ_yPH6wJEFpxTQ6TfVCvHPVdQw=mo,Nice 👍👍,5,0,7.1.5.633808517,2024-08-11 19:55:51,,,7.1.5.633808517
591,6a58ff16-9662-42fc-a2d2-8b7f37670dd9,Shahid Ali,https://play-lh.googleusercontent.com/a-/ALV-UjU6HU4lXa68spC5J5VoS21wdu70D9la72w7FTkhX3a61dOrLBFg,Very nice 👍,5,0,7.1.5.633808517,2024-08-11 19:52:06,,,7.1.5.633808517
592,1b0bc3ce-9a29-47ef-a45d-a62e791fc8b2,Harshit Saini,https://play-lh.googleusercontent.com/a-/ALV-UjUZ8hZjcn_xCisnNjYshyYkoJTQurSGXpIZqytg5hlufL5Z4vws,Nice app Very Useful app 🫶🏻❤️,5,0,,2024-08-11 19:49:59,,,
593,ad84c06f-c795-49ea-bbf3-cd6fe786cacf,Arindam Chatterjee,https://play-lh.googleusercontent.com/a-/ALV-UjWxLW4NYFV43atHCnVr7HFlQ0ki_5iyPpcOTpqn7vbpOX5LUO5N,Wonderful app,5,0,7.1.5.633808517,2024-08-11 19:44:18,,,7.1.5.633808517
594,fb1db315-c7ff-48f9-a5d7-ffbd543267c3,ommen k Varghese,https://play-lh.googleusercontent.com/a-/ALV-UjXk2HsCRX0lM8RWN-_Vsaj1V3vXPsiYQMmPcn1OaNGHXWN-EXvmKQ,Great,5,0,7.1.5.633808517,2024-08-11 19:39:00,,,7.1.5.633808517
595,c8115c3c-ead5-42db-a733-3e9029fbe698,Vemanapalli Lakshmi,https://play-lh.googleusercontent.com/a/ACg8ocKc8xu7bm0glfVHf8XdV2wajcsA0XGp3VsNQx9_z4_qTLfrdg=mo,Super antia super,5,0,7.1.5.633808517,2024-08-11 19:38:20,,,7.1.5.633808517
596,d13a5f2b-61c7-412e-9c07-9fbfd850d8d8,Gokul Krishna,https://play-lh.googleusercontent.com/a-/ALV-UjVNRJxGokj78sw3QGqXTH-lm5AZOJ-6ieBEFohS_qbeKuf3tKI,Good experience perfect can easily use . informative,5,0,7.1.5.605563270,2024-08-11 19:35:05,,,7.1.5.605563270
597,62712060-0b27-4626-b629-200991937ec0,ASHOKBHAI MAKWANA,https://play-lh.googleusercontent.com/a-/ALV-UjUguo4ChPEQJlCjkbkVafV1beebDwDzBr2gfVmdvxmpgoc9KFg,Good app,5,0,7.1.5.633808517,2024-08-11 19:28:38,,,7.1.5.633808517
598,1aca1959-2e18-4ea6-adab-7c7d543fd358,Aditya Raj,https://play-lh.googleusercontent.com/a-/ALV-UjUEwiGgjEDoL8_eD4X7VxOZzz0HmC00RdYwCfJzjM4Um7PKslPi,Best product of Indian Railways,5,0,7.1.5.633808517,2024-08-11 19:27:21,,,7.1.5.633808517
599,cee1608b-304c-4982-b428-582c48b797dd,CHAKRADHARA RAO DEEKOLLU,https://play-lh.googleusercontent.com/a-/ALV-UjU292rDL-ciF7o3oZMLPN8APfWtYpCV7XUo3ltQ9hh--kUt3ivs,Very nice...,5,0,,2024-08-11 19:24:10,,,
600,6f2c7fb1-01b8-4e20-a0ee-dff7e0c34134,Kartik kumar Verma,https://play-lh.googleusercontent.com/a-/ALV-UjWVYAIONuLsXqppta9GvOQTtzCugxdVKvnpuS-MElHkHDt0XAE,Excellent app,5,0,7.1.5.633808517,2024-08-11 19:19:40,,,7.1.5.633808517
601,cdd40ecc-ce8b-48de-880f-09ad4bb97867,Abhay Sharma,https://play-lh.googleusercontent.com/a/ACg8ocKtNoznsjEJcfCiW7-MrPFKM1lBvrZMusg-HxYAap_wUBtwJA=mo,Best app,5,0,7.1.5.633808517,2024-08-11 19:18:48,,,7.1.5.633808517
